"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","FORECAST_ACTUAL_INDICATOR","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2026-01-15",29,39497,"A",41763,36285,1097,6606,565,21504,0,169,2500,1503,992,877,-452,-531,890,545,998,549,-514
"2026-01-15",30,39203,"A",41471,35965,1054,6606,385,21504,0,171,2480,1503,992,871,-452,-531,886,507,998,510,-514
"2026-01-15",31,39118,"A",41383,35790,1065,6606,214,21504,0,169,2223,1503,992,684,-451,-531,792,620,998,202,-514
"2026-01-15",32,39785,"A",42050,36305,1075,6606,89,21504,0,168,2011,1503,992,679,-452,-531,788,636,998,178,-514
"2026-01-15",33,41190,"A",43453,37583,1076,6606,10,21504,0,167,2105,1502,992,1044,-451,-531,989,659,998,77,-514
"2026-01-15",34,42262,"A",44527,38545,1076,6606,0,21504,0,168,2147,1502,992,1060,-452,-531,997,691,997,94,-514
"2026-01-15",35,42851,"A",45113,38929,1073,6606,0,21504,0,165,1764,1503,992,1060,-452,-531,987,1065,997,945,-514
"2026-01-15",36,42939,"A",45047,38964,1069,6606,0,21504,0,11,1653,1503,992,1060,-452,-531,987,1130,998,1013,-514
"2026-01-15",37,42716,"A",44824,38820,1076,6606,0,21504,0,11,1500,1503,992,1060,-452,-531,996,1367,998,1356,-514
"2026-01-15",38,42240,"A",44350,38406,1082,6606,0,21504,0,14,1588,1502,992,1060,-451,-531,997,1397,998,1381,-514
"2026-01-15",39,41294,"A",43405,37609,1118,6606,0,21504,0,15,1769,1503,992,1061,-451,-531,997,1397,997,1398,-514
"2026-01-15",40,39800,"A",41911,36260,1153,6606,0,21504,0,14,1698,1503,992,1061,-452,-531,997,1397,997,1401,-514
"2026-01-15",41,38403,"A",40514,34952,1140,6606,0,21504,0,14,1421,1503,992,1060,-452,-531,997,1397,998,1419,-514
"2026-01-15",42,36966,"A",39067,33582,1127,6606,0,21504,0,14,1268,1502,992,1060,-451,-522,996,1397,998,1420,-514
"2026-01-15",43,35309,"A",37293,32078,1086,6606,0,21504,0,14,1301,1503,992,1057,-449,-407,997,1397,998,1423,-514
"2026-01-15",44,33824,"A",35570,30747,1045,6606,0,21504,0,14,1281,1502,992,1057,-380,-257,997,1397,998,1424,-495
"2026-01-15",45,32373,"A",34080,29475,1012,6606,0,21504,0,7,945,1503,992,1049,-446,-188,997,1397,998,1424,-466
"2026-01-15",46,30461,"A",32069,27705,978,6606,0,21504,0,11,809,1502,992,1050,-445,-46,997,1397,998,1424,-506
"2026-01-15",47,28999,"A",30535,26304,936,6606,0,21504,0,118,899,1502,992,1029,-371,0,997,1397,997,1403,-447
"2026-01-15",48,27867,"A",29527,25179,894,6606,0,21504,0,520,844,1502,992,1029,-222,0,997,1397,997,1402,-318
"2026-01-16",1,28538,"A",30016,25797,892,6606,0,21504,0,541,847,1503,992,1056,-158,0,997,1397,997,1418,-179
"2026-01-16",2,29009,"A",29725,26369,890,6606,0,21504,0,41,1069,1502,992,1056,-26,0,997,1397,997,1419,-49
"2026-01-16",3,28753,"A",29505,26166,898,6606,0,21504,0,18,976,1503,992,1057,0,0,997,1397,997,1422,-134
"2026-01-16",4,27849,"A",28835,25305,906,6606,0,21504,0,76,837,1502,992,1056,-26,0,997,1397,997,1423,-284
"2026-01-16",5,27723,"A",28819,25207,902,6606,0,21504,0,134,783,1502,992,1056,0,0,997,1397,998,1423,-362
"2026-01-16",6,27300,"A",28805,24778,897,6606,0,21504,0,512,769,1503,992,1057,0,0,997,1397,998,1423,-393
"2026-01-16",7,26946,"A",28666,24520,894,6606,0,21504,0,685,886,1503,992,1056,0,0,997,1397,998,1423,-435
"2026-01-16",8,26328,"A",28087,23938,890,6606,0,21504,0,690,1048,1503,992,1056,-31,0,997,1397,998,1423,-438
"2026-01-16",9,26047,"A",27818,23696,891,6606,0,21504,0,683,1072,1503,992,1056,-167,-12,997,1397,997,1423,-309
"2026-01-16",10,25931,"A",27637,23564,892,6606,0,21504,0,683,1096,1502,984,1056,-160,-106,997,1397,986,1423,-157
"2026-01-16",11,25936,"A",27280,23608,947,6606,0,21504,0,680,1327,891,702,1054,-23,-19,997,1397,596,1424,-22
"2026-01-16",12,26579,"A",27753,24188,1001,6606,0,21504,0,545,1398,808,667,1055,0,0,986,1397,561,1424,-29
"2026-01-16",13,28991,"A",29738,26387,1038,6606,0,21504,0,147,1712,137,97,1049,56,54,321,1397,198,1423,38
"2026-01-16",14,31847,"A",32531,28936,1075,6606,0,21504,0,16,1297,51,57,1053,11,10,285,1397,171,1424,-68
"2026-01-16",15,34828,"A",36228,31686,1150,6606,0,21504,0,15,1458,-431,21,1056,-69,-65,82,1397,38,1424,-220
"2026-01-16",16,36272,"A",38180,32945,1225,6606,0,21504,0,12,1228,-487,25,1056,-221,-216,83,1397,42,1424,-372
"2026-01-16",17,37895,"A",39746,34380,1269,6606,23,21504,0,13,964,754,242,1055,-372,-367,713,1397,511,1424,-499
"2026-01-16",18,38030,"A",40112,34481,1313,6606,445,21504,0,12,962,974,264,1055,-451,-505,745,1397,546,1424,-514
"2026-01-16",19,38591,"A",40698,34884,1340,6606,1218,21504,0,11,701,1054,518,1054,-451,-531,747,1397,723,1424,-514
"2026-01-16",20,38699,"A",40806,34963,1366,6606,2068,21504,0,11,376,1065,531,1055,-451,-531,747,1397,732,1413,-514
"2026-01-16",21,38363,"A",40470,34660,1377,6606,2913,21504,0,11,388,940,365,1055,-451,-531,896,1397,623,1020,-514
"2026-01-16",22,37670,"A",39777,33960,1388,6606,3867,21504,0,11,555,924,349,1054,-451,-531,900,1397,611,990,-514
"2026-01-16",23,36652,"A",38759,33034,1430,6606,4687,21504,0,11,499,776,207,1001,-451,-531,631,1397,417,989,-514
"2026-01-16",24,36126,"A",38233,32469,1471,6606,4999,21504,0,11,515,757,189,998,-451,-531,620,1397,401,989,-514
"2026-01-16",25,36010,"A",38214,32353,1467,6606,5502,21504,0,10,557,509,-98,1002,-451,-531,257,1397,305,989,-514
"2026-01-16",26,35820,"A",38041,32156,1462,6606,5165,21504,0,9,404,476,-116,983,-451,-531,238,1397,291,988,-514
"2026-01-16",27,35449,"A",37854,31878,1403,6606,4756,21504,0,9,945,45,-62,192,-451,-531,-238,1397,39,929,-514
"2026-01-16",28,35453,"A",37885,31871,1344,6606,4395,21504,0,9,956,-9,-52,144,-451,-531,-273,1397,32,910,-507
"2026-01-16",29,35575,"A",39433,32070,1361,6606,3699,21504,0,12,1042,562,172,-829,-451,-531,-982,1397,334,391,-453
"2026-01-16",30,35759,"A",39919,32295,1378,6606,2672,21504,0,12,1096,634,196,-1058,-451,-531,-1021,1397,345,343,-487
"2026-01-16",31,36301,"A",40594,32827,1450,6606,1534,21504,0,12,1111,1121,509,-1068,-451,-531,-1007,1397,77,-119,-505
"2026-01-16",32,37051,"A",41391,33557,1522,6606,473,21504,0,12,1271,1185,538,-1068,-451,-531,-1006,1397,75,-159,-513
"2026-01-16",33,38385,"A",42973,34764,1648,6606,28,21504,0,12,1462,1202,791,-1003,-451,-531,-984,1397,575,-493,-514
"2026-01-16",34,39507,"A",44103,35761,1774,6606,0,21504,0,11,1724,1204,798,-997,-451,-531,-977,1397,595,-515,-514
"2026-01-16",35,40474,"A",43929,36556,1862,6606,0,21504,0,10,2046,743,430,-505,-451,-531,-403,1397,196,-441,-514
"2026-01-16",36,40697,"A",44092,36712,1949,6606,0,21504,0,10,2208,682,406,-481,-451,-531,-373,1397,158,-435,-514
"2026-01-16",37,40488,"A",43587,36541,2006,6606,0,21504,0,10,2370,298,445,-314,-451,-531,46,1397,-298,-381,-514
"2026-01-16",38,40014,"A",43119,36100,2062,6606,0,21504,0,10,2548,248,443,-308,-451,-531,64,1397,-321,-370,-514
"2026-01-16",39,38658,"A",41252,35187,2032,6606,0,21504,0,10,2969,267,276,-308,-451,-531,79,1397,-57,-123,-514
"2026-01-16",40,37582,"A",40129,34203,2001,6606,0,21504,0,10,2923,270,264,-302,-451,-531,81,1397,-37,-102,-514
"2026-01-16",41,36528,"A",38634,33276,1962,6606,0,21504,0,10,3122,496,209,94,-451,-531,389,1397,75,33,-514
"2026-01-16",42,34660,"A",36765,31467,1922,6606,0,21504,0,10,3145,526,206,103,-450,-531,401,1397,81,43,-514
"2026-01-16",43,33214,"A",35320,30060,1856,6606,0,21504,0,10,2940,285,243,488,-451,-531,216,1397,25,113,-514
"2026-01-16",44,31585,"A",33697,28654,1790,6606,0,21504,0,10,3055,254,246,536,-451,-531,209,1397,24,116,-520
"2026-01-16",45,30470,"A",32574,27733,1791,6606,0,21504,0,10,3257,301,270,385,-450,-530,351,1397,149,53,-514
"2026-01-16",46,29591,"A",31599,27033,1791,6606,0,21504,0,10,3435,309,273,380,-450,-443,356,1397,158,61,-505
"2026-01-16",47,28190,"A",30222,25643,1780,6606,0,21504,0,13,3417,819,301,657,-450,-457,217,1397,197,507,-512
"2026-01-16",48,26757,"A",29073,24285,1768,6606,0,21504,0,236,3482,887,311,668,-450,-516,213,1397,202,540,-514
"2026-01-17",1,26904,"A",29508,24172,1715,6606,0,21504,0,509,3399,1053,595,724,-450,-531,468,1397,295,605,-514
"2026-01-17",2,27715,"A",30321,25020,1661,6606,0,21504,0,511,3533,1074,612,727,-450,-531,478,1397,304,612,-514
"2026-01-17",3,27339,"A",29978,24744,1613,6606,0,21504,0,544,3513,1003,514,962,-450,-531,646,1397,387,665,-514
"2026-01-17",4,26549,"A",29326,24194,1565,6606,0,21504,0,682,3349,993,510,971,-450,-531,652,1397,389,667,-514
"2026-01-17",5,26102,"A",28762,23844,1578,6606,0,21504,0,564,3666,1044,601,739,-451,-531,426,1397,255,573,-514
"2026-01-17",6,25511,"A",28280,23297,1591,6606,0,21504,0,673,3691,1051,606,729,-451,-531,417,1397,245,564,-514
"2026-01-17",7,24596,"A",27451,22413,1617,6606,0,21504,0,759,3556,1051,547,696,-451,-531,191,1397,222,508,-514
"2026-01-17",8,24266,"A",27195,22129,1643,6606,0,21504,0,833,3376,1051,537,695,-451,-531,182,1397,220,506,-514
"2026-01-17",9,24066,"A",26993,21991,1627,6606,0,21504,0,832,3514,1091,302,891,-450,-531,37,1397,223,590,-514
"2026-01-17",10,23773,"A",26695,21617,1610,6606,0,21504,0,827,3220,1095,289,898,-450,-531,32,1397,231,596,-514
"2026-01-17",11,24117,"A",27033,21982,1599,6606,0,21504,0,820,3394,792,404,730,-451,-531,282,1397,508,573,-514
"2026-01-17",12,23822,"A",26843,21634,1587,6606,0,21504,0,952,3103,752,404,724,-450,-505,291,1397,522,571,-514
"2026-01-17",13,24722,"A",27471,22495,1534,6606,0,21504,0,858,3236,442,112,567,-396,-381,247,1397,381,603,-514
"2026-01-17",14,25903,"A",28458,23611,1481,6606,0,21504,0,613,2941,398,80,556,-429,-399,242,1397,361,599,-514
"2026-01-17",15,26898,"A",29818,24612,1430,6606,0,21504,0,347,3057,-281,-364,122,-329,-273,-205,1397,-8,257,-513
"2026-01-17",16,28256,"A",31299,25911,1379,6606,0,21504,0,168,2922,-391,-386,110,-419,-311,-225,1397,-29,231,-514
"2026-01-17",17,29793,"A",32079,27284,1343,6606,13,21504,0,79,2811,-77,-103,399,-451,-462,9,1397,41,181,-514
"2026-01-17",18,30609,"A",32832,27911,1307,6606,180,21504,0,9,2434,-43,-75,420,-451,-531,21,1397,52,187,-514
"2026-01-17",19,32357,"A",34465,29490,1254,6606,630,21504,0,12,1745,800,201,1028,-451,-531,480,1397,272,565,-514
"2026-01-17",20,32480,"A",34588,29562,1200,6606,1153,21504,0,12,1764,938,227,1059,-451,-531,501,1397,291,596,-514
"2026-01-17",21,32671,"A",34803,29637,1168,6606,2027,21504,0,12,1486,1001,464,1055,-451,-531,779,1397,465,753,-538
"2026-01-17",22,32674,"A",34780,29605,1135,6606,2631,21504,0,10,1543,1010,485,1055,-451,-531,790,1397,481,768,-514
"2026-01-17",23,32744,"A",34848,29568,1034,6606,3045,21504,0,8,1337,1141,658,1059,-451,-531,911,1397,671,804,-514
"2026-01-17",24,32804,"A",34907,29515,932,6606,3198,21504,0,8,1323,1158,674,1059,-450,-531,912,1397,685,805,-514
"2026-01-17",25,32748,"A",34851,29406,925,6606,3668,21504,0,8,1256,1217,815,1058,-450,-531,489,1397,727,748,-514
"2026-01-17",26,32644,"A",34746,29341,918,6606,3502,21504,0,7,1089,1224,826,1059,-450,-531,470,1397,730,727,-514
"2026-01-17",27,32480,"A",34583,29242,867,6606,3309,21504,0,7,965,1324,881,1047,-451,-531,157,1397,740,207,-514
"2026-01-17",28,32483,"A",34587,29178,815,6606,3015,21504,0,8,635,1337,882,1036,-451,-531,144,1397,742,153,-514
"2026-01-17",29,32260,"A",34866,29016,785,6606,2476,21504,0,8,981,1311,777,391,-450,-531,160,1397,774,-503,-514
"2026-01-17",30,32620,"A",35272,29419,754,6606,1903,21504,0,8,1045,1308,772,354,-451,-531,161,1397,779,-548,-514
"2026-01-17",31,33323,"A",35933,30107,777,6606,1194,21504,0,7,1091,1462,836,451,-450,-531,6,1397,894,-508,-514
"2026-01-17",32,34193,"A",36801,30964,799,6606,457,21504,0,7,1006,1483,845,455,-451,-531,0,1397,903,-505,-514
"2026-01-17",33,35292,"A",37893,31991,833,6606,44,21504,0,7,1080,1505,983,476,-451,-531,156,1397,993,-498,-514
"2026-01-17",34,36121,"A",38699,32728,867,6606,0,21504,0,9,1077,1507,987,479,-451,-531,165,1397,990,-473,-514
"2026-01-17",35,38000,"A",40102,34504,894,6606,0,21504,0,6,1198,1225,797,846,-451,-531,642,1397,699,394,-514
"2026-01-17",36,38145,"A",40246,34658,920,6606,0,21504,0,5,1263,1188,787,862,-451,-531,663,1397,680,458,-514
"2026-01-17",37,37979,"A",40080,34572,913,6606,0,21504,0,5,1383,1081,892,1007,-451,-531,755,1397,650,645,-514
"2026-01-17",38,37318,"A",39423,34000,906,6606,0,21504,0,9,1159,1068,893,1013,-451,-531,758,1397,646,664,-514
"2026-01-17",39,36148,"A",38259,33033,915,6606,0,21504,0,15,1227,1343,670,1012,-451,-531,705,1397,601,877,-514
"2026-01-17",40,35190,"A",37301,32133,924,6606,0,21504,0,15,1143,1379,662,1012,-451,-531,703,1397,607,893,-514
"2026-01-17",41,34690,"A",36801,31674,913,6606,0,21504,0,15,1063,1492,921,1050,-451,-531,897,1397,911,947,-514
"2026-01-17",42,33719,"A",35830,30606,901,6606,0,21504,0,15,1120,1506,932,1051,-451,-531,904,1397,928,951,-514
"2026-01-17",43,32415,"A",34526,29465,871,6606,0,21504,0,15,1245,1424,684,1051,-451,-531,884,1397,852,973,-514
"2026-01-17",44,31389,"A",33503,28466,841,6606,0,21504,0,15,1215,1413,668,1052,-451,-531,883,1397,843,975,-517
"2026-01-17",45,30123,"A",32234,27381,796,6606,0,21504,0,15,1070,1380,720,1050,-451,-531,993,1397,711,933,-514
"2026-01-17",46,28724,"A",30834,26095,750,6606,0,21504,0,14,1067,1376,729,1050,-451,-531,997,1397,709,930,-514
"2026-01-17",47,27152,"A",29193,24614,752,6606,0,21504,0,13,1330,1422,931,1027,-451,-463,997,1397,930,983,-514
"2026-01-17",48,26438,"A",28256,23964,753,6606,0,21504,0,12,1446,1428,946,1026,-381,-311,997,1397,945,987,-514
"2026-01-18",1,26485,"A",28032,23971,768,6606,0,21504,0,12,1291,1497,984,1055,-261,-160,997,1397,994,987,-514
"2026-01-18",2,27134,"A",28693,24732,782,6606,0,21504,0,9,1531,1506,986,1056,-251,-193,997,1397,998,987,-506
"2026-01-18",3,26699,"A",28410,24371,765,6606,0,21504,0,9,1593,1506,992,1056,-250,-339,997,1397,998,987,-513
"2026-01-18",4,26012,"A",27713,23783,748,6606,0,21504,0,10,1584,1506,992,1056,-251,-326,997,1397,998,987,-514
"2026-01-18",5,25539,"A",27349,23336,759,6606,0,21504,0,16,1751,1506,992,1052,-251,-429,997,1397,998,987,-514
"2026-01-18",6,25236,"A",27292,23020,770,6606,0,21504,0,272,1830,1506,990,1052,-251,-419,997,1397,997,987,-514
"2026-01-18",7,24491,"A",26841,22272,744,6606,0,21504,0,560,1774,1506,919,1047,-250,-426,997,1397,970,987,-514
"2026-01-18",8,24400,"A",26595,22221,718,6606,0,21504,0,551,1708,1506,916,1046,-251,-279,997,1397,969,987,-514
"2026-01-18",9,24287,"A",26409,22113,713,6606,0,21504,0,608,1742,1506,987,1048,-251,-149,997,1397,996,987,-514
"2026-01-18",10,23820,"A",25858,21585,707,6606,0,21504,0,616,1911,1506,992,1047,-251,-57,997,1397,994,981,-514
"2026-01-18",11,23303,"A",25317,21159,750,6606,0,21504,0,613,2081,1475,987,884,-250,-37,878,1397,858,740,-514
"2026-01-18",12,22956,"A",24922,20870,792,6606,0,21504,0,612,2062,1472,981,878,-249,0,874,1397,845,717,-505
"2026-01-18",13,23340,"A",25318,21271,838,6606,0,21504,0,605,2032,1342,774,759,-260,0,893,1397,690,611,-513
"2026-01-18",14,24057,"A",25982,21957,884,6606,0,21504,0,567,1994,1324,753,754,-264,0,893,1397,678,597,-494
"2026-01-18",15,24838,"A",25960,22590,910,6606,0,21504,0,31,2278,820,518,543,-113,0,536,1397,585,339,-378
"2026-01-18",16,26039,"A",27112,23703,935,6606,0,21504,0,12,2455,752,504,538,-5,0,521,1397,573,323,-456
"2026-01-18",17,27873,"A",29058,25394,929,6606,1,21504,0,8,2279,868,578,998,-93,0,596,1397,392,417,-484
"2026-01-18",18,29074,"A",30315,26586,922,6606,44,21504,0,9,2346,884,594,1015,-245,0,599,1397,398,434,-387
"2026-01-18",19,30645,"A",32142,28003,920,6606,213,21504,0,13,1806,1434,967,495,-394,0,777,1397,962,850,-490
"2026-01-18",20,31945,"A",33534,29140,917,6606,422,21504,0,13,1555,1506,992,474,-450,0,783,1397,998,880,-526
"2026-01-18",21,33178,"A",34739,30254,886,6606,789,21504,0,13,1364,1505,992,982,-434,0,974,1397,998,930,-514
"2026-01-18",22,33580,"A",35150,30589,854,6606,1203,21504,0,13,1237,1506,992,1007,-443,0,981,1397,998,935,-514
"2026-01-18",23,34512,"A",35985,31474,826,6606,1323,21504,0,13,1280,1506,992,1046,-346,0,1015,1397,998,984,-514
"2026-01-18",24,34908,"A",36301,31816,798,6606,1493,21504,0,9,1357,1506,992,1048,-270,0,1017,1397,999,988,-514
"2026-01-18",25,35492,"A",36897,32354,709,6606,1515,21504,0,8,1434,1506,992,1048,-283,0,1017,1397,998,988,-514
"2026-01-18",26,35790,"A",37218,32596,620,6606,1396,21504,0,8,1478,1505,991,1049,-306,0,1017,1397,998,987,-514
"2026-01-18",27,35883,"A",37258,32706,631,6606,1123,21504,0,8,1600,1331,942,1026,-308,0,825,1397,999,936,-459
"2026-01-18",28,35819,"A",37189,32573,642,6606,921,21504,0,52,1649,1307,939,1024,-242,3,817,1397,998,934,-476
"2026-01-18",29,35618,"A",37014,32365,652,6606,680,21504,0,165,1629,1457,962,939,-232,0,533,1397,998,934,-399
"2026-01-18",30,35930,"A",37302,32742,662,6606,419,21504,0,164,1762,1477,964,935,-206,0,522,1397,999,929,-402
"2026-01-18",31,36489,"A",37910,33277,690,6606,229,21504,0,164,1886,1504,991,1030,-153,0,529,1397,998,722,-504
"2026-01-18",32,36999,"A",38511,33802,718,6606,71,21504,0,213,1910,1507,991,1034,-185,0,529,1397,999,711,-514
"2026-01-18",33,37361,"A",38857,34042,747,6606,5,21504,0,321,1865,1506,965,957,-61,0,738,1397,998,858,-514
"2026-01-18",34,38756,"A",40193,35216,776,6606,0,21504,0,250,2040,1507,960,956,-53,0,746,1397,997,869,-534
"2026-01-18",35,39955,"A",41141,36333,798,6606,0,21504,0,158,2371,1408,857,1050,0,0,941,1397,969,916,-428
"2026-01-18",36,39778,"A",40912,36200,819,6606,0,21504,0,158,2262,1395,851,1053,0,0,948,1397,967,929,-376
"2026-01-18",37,39516,"A",40609,36004,849,6606,0,21504,0,159,2131,1391,910,1053,0,0,900,1397,969,1280,-334
"2026-01-18",38,38741,"A",39733,35309,878,6606,0,21504,0,164,2055,1390,909,1052,0,0,894,1397,964,1305,-228
"2026-01-18",39,37498,"A",38419,34222,847,6606,0,21504,0,170,2195,1187,727,1051,-72,0,421,1397,802,1353,-79
"2026-01-18",40,36704,"A",37545,33563,816,6606,0,21504,0,171,2169,1160,707,1052,-70,0,399,1397,782,1357,68
"2026-01-18",41,35369,"A",36139,32394,816,6606,0,21504,0,170,2314,795,426,1051,38,0,601,1397,464,1393,170
"2026-01-18",42,34449,"A",35366,31419,816,6606,0,21504,0,317,2302,748,401,1052,79,0,608,1397,440,1393,197
"2026-01-18",43,33036,"A",34219,30157,819,6606,0,21504,0,583,2715,605,194,1050,140,0,617,1397,264,1245,199
"2026-01-18",44,31159,"A",32594,28414,821,6606,0,21504,0,835,2590,587,187,1050,179,0,618,1397,255,1225,200
"2026-01-18",45,29746,"A",30994,27100,783,6606,0,21504,0,648,2645,765,428,965,116,0,593,1397,332,879,200
"2026-01-18",46,28573,"A",29722,26101,745,6606,0,21504,0,549,2854,790,437,958,16,0,592,1397,338,843,200
"2026-01-18",47,27104,"A",28360,24686,762,6606,0,21504,0,603,3036,1013,150,467,0,-53,342,1397,393,412,200
"2026-01-18",48,26325,"A",27601,23950,778,6606,0,21504,0,666,2950,1042,142,443,0,-10,333,1397,399,382,200
"2026-01-19",1,26613,"A",27880,24260,764,6606,0,21504,0,667,2803,821,565,433,0,0,600,1397,491,415,136
"2026-01-19",2,27344,"A",28612,25067,750,6606,0,21504,0,656,3137,792,589,433,0,0,610,1397,494,423,-12
"2026-01-19",3,26955,"A",28320,24732,750,6606,0,21504,0,605,2736,915,429,698,0,0,527,1397,411,607,-160
"2026-01-19",4,26147,"A",27656,23951,750,6606,0,21504,0,599,2471,931,421,709,0,0,524,1397,411,620,-310
"2026-01-19",5,26206,"A",27838,24001,777,6606,0,21504,0,592,2660,986,528,589,0,0,747,1397,582,623,-440
"2026-01-19",6,25514,"A",27098,23323,804,6606,0,21504,0,597,2390,993,533,583,0,0,755,1397,590,612,-387
"2026-01-19",7,24947,"A",26625,22850,807,6606,0,21504,0,595,2668,900,441,328,0,0,543,1397,467,190,-483
"2026-01-19",8,24502,"A",26189,22395,809,6606,0,21504,0,593,2641,886,426,318,0,0,535,1369,451,159,-494
"2026-01-19",9,24120,"A",25682,22007,815,6606,0,21504,0,591,2720,433,108,261,0,-11,501,1010,162,123,-360
"2026-01-19",10,24217,"A",25708,22075,820,6606,0,21504,0,585,2670,373,81,254,0,-98,463,936,137,96,-208
"2026-01-19",11,24456,"A",27600,22271,817,6606,0,21504,0,120,2905,-17,-79,-750,0,-14,-576,562,-129,-783,-76
"2026-01-19",12,25434,"A",28922,23202,814,6606,0,21504,0,8,2889,-69,-99,-932,0,0,-655,486,-149,-846,-130
"2026-01-19",13,27683,"A",32655,25300,844,6606,0,21504,0,8,3188,-593,-461,-1052,38,56,-983,114,-224,-1006,-45
"2026-01-19",14,30238,"A",35490,27638,873,6606,0,21504,0,8,3057,-662,-477,-1057,-66,11,-996,63,-224,-1019,-143
"2026-01-19",15,33425,"A",37607,30470,879,6606,0,21504,0,8,2910,-42,-162,-1061,-60,0,-839,3,-32,-1086,-292
"2026-01-19",16,34886,"A",39139,31712,885,6606,0,21504,0,9,2932,20,-126,-1051,-109,0,-818,16,-12,-1086,-442
"2026-01-19",17,36845,"A",39314,33505,921,6606,4,21504,0,12,2479,754,393,-379,-142,-19,-44,266,242,-772,-501
"2026-01-19",18,37491,"A",39970,34120,956,6606,110,21504,0,12,2393,852,427,-330,-285,-151,2,326,265,-694,-407
"2026-01-19",19,39073,"A",40901,35670,920,6606,383,21504,0,12,1831,1201,359,384,-424,-301,401,689,492,493,-491
"2026-01-19",20,39006,"A",41036,35581,884,6606,761,21504,0,12,2120,1249,363,437,-451,-453,419,729,508,607,-514
"2026-01-19",21,39244,"A",41351,35887,838,6606,1271,21504,0,11,2061,1477,672,908,-451,-531,776,645,584,854,-514
"2026-01-19",22,39449,"A",41555,35944,792,6606,1640,21504,0,10,1929,1507,692,929,-451,-531,791,664,590,871,-514
"2026-01-19",23,39362,"A",41469,35865,760,6606,1926,21504,0,11,1693,1507,633,1054,-451,-531,879,1038,590,851,-514
"2026-01-19",24,39195,"A",41300,35799,728,6606,2038,21504,0,10,1613,1507,627,1057,-450,-531,882,1094,593,849,-514
"2026-01-19",25,39053,"A",41160,35697,719,6606,2090,21504,0,11,1540,1369,557,663,-451,-531,840,1212,688,862,-514
"2026-01-19",26,39033,"A",41139,35681,710,6606,2001,21504,0,11,1654,1351,563,645,-450,-531,837,1197,696,843,-514
"2026-01-19",27,38774,"A",40881,35461,719,6606,1639,21504,0,11,1685,1232,929,671,-451,-531,468,824,767,57,-514
"2026-01-19",28,38494,"A",40610,35162,727,6606,1475,21504,0,11,1504,1217,955,620,-451,-531,455,760,777,-9,-514
"2026-01-19",29,38264,"A",41126,34862,756,6606,1271,21504,0,6,1726,1473,990,-323,-451,-531,808,537,984,-437,-514
"2026-01-19",30,37780,"A",40729,34371,784,6606,823,21504,0,10,1800,1507,992,-360,-451,-531,822,507,998,-483,-514
"2026-01-19",31,37816,"A",41113,34337,833,6606,402,21504,0,10,1844,1507,992,-138,-450,-531,972,475,998,-1054,-514
"2026-01-19",32,38787,"A",42113,35198,882,6606,205,21504,0,9,1910,1507,992,-129,-451,-531,977,466,998,-1092,-514
"2026-01-19",33,39550,"A",43139,35871,945,6606,26,21504,0,9,2146,1507,992,-405,-450,-519,930,408,997,-1092,-514
"2026-01-19",34,40823,"A",44435,36908,1008,6606,0,21504,0,9,2228,1507,992,-402,-450,-531,928,412,997,-1084,-536
"2026-01-19",35,42017,"A",44910,37935,1077,6606,0,21504,0,9,2134,1507,992,321,-451,-531,701,556,998,-788,-514
"2026-01-19",36,41993,"A",44866,37831,1145,6606,0,21504,0,10,2181,1507,990,358,-451,-531,692,586,984,-767,-514
"2026-01-19",37,41547,"A",44424,37495,1200,6606,0,21504,0,10,2171,1387,923,345,-451,-531,351,740,541,-771,-514
"2026-01-19",38,41051,"A",43910,37084,1254,6606,0,21504,0,10,2140,1371,899,344,-451,-531,338,742,512,-753,-514
"2026-01-19",39,40016,"A",42225,36257,1354,6606,0,21504,0,12,2259,1045,234,366,-451,-531,574,526,502,-101,-514
"2026-01-19",40,38755,"A",40897,35298,1454,6606,0,21504,0,10,2555,1001,199,356,-450,-504,583,470,502,-64,-514
"2026-01-19",41,37885,"A",39875,34536,1553,6606,0,21504,0,11,2553,732,576,2,-387,-367,450,96,533,-111,-514
"2026-01-19",42,35954,"A",37872,32743,1652,6606,0,21504,0,11,2685,657,597,0,-438,-240,445,46,524,-115,-514
"2026-01-19",43,33943,"A",36067,30935,1662,6606,0,21504,0,11,3062,112,391,-122,-437,-298,171,1,146,-142,-514
"2026-01-19",44,32681,"A",34608,29834,1672,6606,0,21504,0,11,3207,85,376,-130,-342,-184,160,-2,123,-144,-514
"2026-01-19",45,31083,"A",32997,28377,1703,6606,0,21504,0,9,3210,75,312,-156,-410,-107,179,51,131,-118,-514
"2026-01-19",46,29184,"A",30894,26704,1733,6606,0,21504,0,9,3585,80,304,-156,-300,-5,174,72,131,-136,-504
"2026-01-19",47,27331,"A",29956,24914,1764,6606,0,21504,0,9,2918,395,168,96,-293,0,-382,260,105,-845,-496
